age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id,income_x,income_y
57, Private,47857, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,58544501-2ec0-4613-9645-c611d1385da2, >50K, >50K
37, Private,292370, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, ?,dc6fd99f-6fdc-482a-9efc-095f4ba3816e, >50K, >50K
46, Private,99835, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,4971c3cf-5024-4e2f-a1c3-41aa4bddbf63, >50K, >50K
44, Local-gov,165304, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, United-States,b6a270ef-bd7b-4c27-9e07-0291ccea20df, >50K, >50K
39, Private,80004, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,e51d6905-3133-48d6-b874-998957abedf1, <=50K, <=50K
79, Private,121318, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States,8a8695c9-7e6d-4490-b631-845107517534, <=50K, <=50K
33, Private,143653, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,5c546e43-51bc-49ae-9e15-77460c59e118, <=50K, <=50K
67, Private,123393, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,c63ddb42-c535-483c-b18c-7598799b1e75, <=50K, <=50K
34, Private,100669, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,2ce3744b-24f6-4394-9f91-d87603a3f7db, >50K, >50K
26, Private,189238, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,38, El-Salvador,68f772b6-7c3d-490c-9736-7ea636329166, <=50K, <=50K
31, State-gov,176998, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,31d0ba52-c328-4861-a677-483467937898, >50K, >50K
35, Self-emp-not-inc,195744, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,1f1f5432-499f-46bf-8511-d60b5b23cf20, <=50K, <=50K
30, Private,284395, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,4e6f5d17-ee8e-4b0d-9941-fb6af1356d3d, <=50K, <=50K
59, Private,159008, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,20, United-States,ecf5aaf9-561e-4c3d-a21a-af81adff2c59, >50K, >50K
35, Private,331831, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,cc8edf30-563c-4a90-bed1-9359ab5601a9, <=50K, <=50K
33, Local-gov,119829, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,60, United-States,53e68669-fcec-4075-89b4-e853de7f81ea, <=50K, <=50K
43, Private,48193, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,e0e07326-6466-4dce-8562-68e15e65f1dd, <=50K, <=50K
42, Private,297335, Assoc-acdm,12, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,31, Laos,0bf6cc31-90ae-4131-881e-aa4d2b7c2ccd, <=50K, <=50K
55, ?,193895, 7th-8th,4, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,e7800193-f6d4-4447-ba46-c2614c457c91, <=50K, <=50K
35, Private,213208, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,38, Jamaica,b734e8c6-b04b-4176-9eb3-cd09307ef4b8, <=50K, <=50K
18, ?,340117, 11th,7, Never-married, ?, Unmarried, Black, Female,0,0,50, United-States,4b19aa39-2db9-4e1a-8395-81fb3844e8b5, <=50K, <=50K
29, Private,147755, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States,e972d458-c81c-4f23-9ce7-534630dc0cfc, <=50K, <=50K
76, Private,127016, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States,b0b49a2b-a559-4a9c-a001-170a489e5417, <=50K, <=50K
47, Private,244025, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,56, Puerto-Rico,8058c4fd-499f-4dd6-a884-690c3453a642, <=50K, <=50K
46, Local-gov,344172, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,49, United-States,c2db2e10-a24e-4513-ba13-9859ec8927c9, >50K, >50K
24, Private,51973, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,83bf7db9-fdac-4f11-8440-5255addf5905, <=50K, <=50K
24, Private,100321, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States,88a240f5-425a-4168-b00f-ec2d5306214c, <=50K, <=50K
37, Private,112271, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,6a46e077-ff23-4220-be58-a3f8179e8966, >50K, >50K
34, Self-emp-inc,157466, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,3c9492b9-88da-4163-a854-8ecae8f72981, <=50K, <=50K
43, Self-emp-not-inc,130126, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,96bbc128-862b-4b37-b52f-93c0b237fcc6, >50K, >50K
52, Private,155233, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,9ab1d5a7-8050-47d5-9e29-12711207faae, <=50K, <=50K
40, Private,214242, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,1561cb63-5430-435c-a93f-59ddc90224b5, <=50K, <=50K
30, Private,308812, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States,7fc9ed73-48ef-4f26-a3d8-791effe7e4b5, <=50K, <=50K
51, Federal-gov,223206, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Vietnam,333290db-bbe4-46dd-b78f-3ff4561f3670, >50K, >50K
42, Private,34278, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,9f3001e6-eee2-4cfc-ab68-9f524611b832, >50K, >50K
25, Self-emp-inc,98756, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,50, United-States,a1e5ac77-e6f5-4418-9cf4-19191d0c9dd1, <=50K, <=50K
53, Private,133219, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,4386,0,30, United-States,4eff8b6b-47ae-4a6a-9a09-51dd4135c541, >50K, >50K
26, Self-emp-not-inc,318644, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,f5daa799-fa5c-4079-8c3f-2a2f7a809b1f, <=50K, <=50K
38, Private,95336, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,7389d2c7-528a-4103-b002-43bc51b790c7, >50K, >50K
45, Private,48495, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,2703863c-e40a-4e59-8149-b953873de68d, >50K, >50K
18, Private,92008, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,28, United-States,eddf5000-6578-4f5f-b270-05f9d0900af2, <=50K, <=50K
31, Private,273324, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,1721,16, United-States,121dc2c5-9487-418a-bbdf-e6dc86ef2079, <=50K, <=50K
37, Private,200374, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States,4561421f-483f-47ee-a215-f6898fa7be9e, >50K, >50K
23, Private,244408, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,24, Vietnam,1de7f8b2-00eb-411f-9a12-17e19ec10444, <=50K, <=50K
48, Private,182566, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,2f4f6f4a-5a18-42b9-a710-f6fc6f46316a, >50K, >50K
17, Private,238628, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States,b463d16c-2c69-4028-ac5d-6a988777f1e9, <=50K, <=50K
34, Self-emp-not-inc,56964, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,97c3d0cb-6c6d-4afb-b216-8350c038f560, <=50K, <=50K
24, Private,140001, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, El-Salvador,a733b4ac-3efe-443b-8369-638790a66c94, <=50K, <=50K
43, Local-gov,231964, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,da4360c4-b1ee-426a-b355-c85d065c5556, <=50K, <=50K
50, Private,306790, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,42230f8d-5fd7-449b-af25-9d0a668e8daa, >50K, >50K
30, Private,231413, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,6372603f-588c-46e7-ba98-9c0947712ab7, >50K, >50K
43, Federal-gov,25005, Masters,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,12, United-States,e2aa8c44-63e9-43f7-aa2a-efbcbd3a64d1, <=50K, <=50K
18, State-gov,191117, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,97962309-799e-4763-87e9-cdeb19e171c2, <=50K, <=50K
26, Private,239303, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, ?,90ec5dfe-e8d1-470b-8754-cc05c412fb0c, <=50K, <=50K
41, Private,220132, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,11da72ab-3625-48c8-b9a0-f00cdb04a921, >50K, >50K
46, Private,187370, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1504,40, United-States,3349bacf-343f-4889-9600-3af38ea4273e, <=50K, <=50K
49, Self-emp-not-inc,219718, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,fbb591b3-583b-4615-93d3-76ca0548dcf2, >50K, >50K
27, Self-emp-not-inc,365110, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,44ca0e27-d9b5-4164-8db6-1efde5a1f890, <=50K, <=50K
59, ?,184948, Assoc-voc,11, Divorced, ?, Not-in-family, White, Male,0,0,48, United-States,256b422f-cff3-4d15-8cf1-0d1b8611ee92, <=50K, <=50K
57, ?,202903, 7th-8th,4, Married-civ-spouse, ?, Wife, White, Female,1173,0,45, Puerto-Rico,f8ac308b-6638-41d4-b55f-b890ba9f9ae5, <=50K, <=50K
31, Private,168521, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States,b535ae81-d9a9-4411-8bcf-f9893528388f, <=50K, <=50K
68, Private,211287, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,40, United-States,17ad6bb5-f7c9-45ef-8892-71f214ccb513, >50K, >50K
40, Private,167919, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,cbae3cb3-3d1f-452f-a4b3-de2ab458216a, <=50K, <=50K
52, Federal-gov,221532, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,f23cf3ce-5893-40c1-9c0c-250ab1846713, >50K, >50K
49, Private,141944, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,1380,42, United-States,66edc170-923b-410a-9a84-94529ae99aed, <=50K, <=50K
37, Private,167851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,5db90f70-5024-4678-bbe6-9d0249d8508c, <=50K, <=50K
28, Private,33374, 11th,7, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,35, United-States,92d113a4-7e83-4076-a40f-61eb6701c63c, <=50K, <=50K
30, Private,427474, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,72c90b17-52d8-432f-9b3c-88b6eafba689, <=50K, <=50K
22, Private,151105, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,18, United-States,810fa9e1-1e01-4e56-b08e-e9d57ba2d9eb, <=50K, <=50K
63, Private,86108, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,6, United-States,3ccc48d6-8b56-4706-b837-6cbda110d906, <=50K, <=50K
40, Private,197344, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,82b2f1e0-cdf4-4cc3-ac56-44fc27ebe9ae, >50K, >50K
39, Private,209867, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,13550,0,45, United-States,de29bfa8-679e-4074-a38f-b0ebd8cf6c1d, >50K, >50K
40, Private,179508, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States,986836f3-a7d8-48c3-8c63-3a3a24c092f7, <=50K, <=50K
52, Self-emp-not-inc,103794, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,16155ea6-4688-4c1d-9863-406f21009906, <=50K, <=50K
24, Private,64167, Assoc-voc,11, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,2fa36d05-e828-4e04-a096-6a5e934efc69, <=50K, <=50K
28, Private,196564, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,22f8b49d-d7dd-4ecb-9ffd-d9dfcb62a462, <=50K, <=50K
30, Private,293936, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,50, ?,1de063b1-8983-4c67-8066-83f81e4694a2, <=50K, <=50K
66, Local-gov,140849, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,25, United-States,f9f5db11-7148-420a-bf96-854d01538d55, <=50K, <=50K
39, Private,201410, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,45, Philippines,8fae6a35-c03c-47e0-8f4b-664f78dadb61, >50K, >50K
36, Private,181382, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States,3f56b976-b7de-442b-afe6-aabc4af31ac2, >50K, >50K
40, Local-gov,99679, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,442abd93-0a79-4e08-953c-9b5ac0a82e90, >50K, >50K
59, Federal-gov,212448, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,40, Germany,565dae1c-3bb6-445e-9a39-5bb7271553ab, <=50K, <=50K
32, State-gov,443546, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,034789cc-df6b-4bff-81ca-f9a3fd47c4d9, <=50K, <=50K
26, Private,34393, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,acbae935-532a-49e3-8c02-995ef9bc3c4c, <=50K, <=50K
33, Private,188352, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States,026b0128-1bb8-4207-a2e0-d56ad21bfcd9, <=50K, <=50K
44, State-gov,136546, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States,984a9ae2-734c-48f4-8c1c-46d72470cc08, >50K, >50K
24, Private,122166, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran,5e295703-edbf-4fe0-a57f-8a2d2ba3a000, <=50K, <=50K
73, ?,180603, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,8, United-States,f5f17715-3c15-49cc-a96d-165b54a96131, <=50K, <=50K
30, Private,194141, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1617,40, United-States,1c5ad1a3-7166-411e-8957-0168ae512955, <=50K, <=50K
24, Private,420779, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,35, United-States,49feb759-7ecf-4f32-885f-6cc7a89c8866, <=50K, <=50K
73, ?,177773, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States,b62507ad-dda8-4325-98d4-e69594a2e59c, <=50K, <=50K
53, Private,114758, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States,f858248b-5b55-4406-8eb0-e2b4d1acb26d, >50K, >50K
28, Private,205337, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,ef692b08-3c35-413f-8386-ebaa55261453, <=50K, <=50K
38, State-gov,203628, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,e7f59524-0d1f-4094-bdac-eb38ea20da4b, >50K, >50K
44, Private,109339, 11th,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,46, Puerto-Rico,6a5045eb-361a-4e18-9834-99a509f6df1e, <=50K, <=50K
33, Self-emp-not-inc,176185, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,e1a2597f-9635-4522-b90a-8cf32d6e7cfa, <=50K, <=50K
39, Private,33975, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,5087bb6c-d301-4e0b-851e-7738cfc5dc82, >50K, >50K
51, Local-gov,117496, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,ab3730e3-557e-4197-b4bd-f709dee2d050, >50K, >50K
35, Private,225330, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,5dea6a9b-c4a7-4bae-85ea-7fedee30e6da, <=50K, <=50K
45, Private,187581, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,424cd31f-1504-4b05-9f62-503869e25225, >50K, >50K
36, Private,257691, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,7c9a3e44-19d9-48f7-b7d9-3c8295052423, <=50K, <=50K
28, Private,110164, Some-college,10, Divorced, Other-service, Other-relative, Black, Male,0,0,24, United-States,c7e9b7f9-0cad-4577-9c3e-56d6d3895fe6, <=50K, <=50K
38, Self-emp-not-inc,58972, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,d9f08b45-01b2-4c40-bdac-555ff889754b, <=50K, <=50K
33, Private,121904, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,c5a2e9da-1339-45eb-8c50-aa7aca0e9f80, <=50K, <=50K
31, Private,212235, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,fc0e59a7-b775-4029-ad38-7fbb26183097, <=50K, <=50K
40, Private,102606, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,ef6281ac-1711-4169-a7f9-89d32440d0ce, >50K, >50K
29, Private,35032, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States,60414db3-b5e2-4b30-89f3-1086a65b9579, <=50K, <=50K
24, Private,216867, 10th,6, Never-married, Other-service, Other-relative, White, Male,0,0,30, Mexico,9dbddfa6-73e0-4b53-ac6b-d00eff9d5cee, <=50K, <=50K
38, Self-emp-not-inc,109133, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,b8b0030c-18ec-469a-af80-b0532cfa22c2, >50K, >50K
41, Private,291965, Some-college,10, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,726f04ca-8739-4b59-8a98-0cc8b9ae23f0, <=50K, <=50K
37, State-gov,34996, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,9892a5e4-b55d-4f0c-b5e3-142e0061d7bf, <=50K, <=50K
44, Private,467799, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,62056ce2-0e7b-409d-a74f-4282f1d18d57, <=50K, <=50K
31, Private,83425, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,d5780bbb-f153-4d66-adb3-f8079b32d188, <=50K, <=50K
40, Self-emp-not-inc,29762, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,2fd388e6-dac9-4a3f-b18f-38e75ed1f97f, <=50K, <=50K
26, Local-gov,287233, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,c39b61b7-cde9-4edf-a3fd-60b9a470068e, >50K, >50K
32, Private,63910, HS-grad,9, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,2bf1fd65-81cb-4f4d-bc1f-02bb7f80d9dc, <=50K, <=50K
17, Private,150262, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,43b4698c-6fab-4285-83f1-da0e03eb1a50, <=50K, <=50K
30, State-gov,193380, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,35, United-States,b579f85a-06ac-4c0e-be04-b560329d0df9, <=50K, <=50K
55, State-gov,296991, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,2fd38e91-e2c2-415d-a0dc-6daef5980e27, >50K, >50K
43, Private,183765, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, ?,d40ef1af-265c-4b54-a3b2-c6507347aa96, >50K, >50K
30, Private,151967, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,58, United-States,570c2376-8b69-4308-9f58-e02cfb07b3a2, <=50K, <=50K
37, Private,86551, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,34979e47-c114-46ca-adf2-bdc2af33dc3b, >50K, >50K
54, Private,181132, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England,03a8c7ec-6c31-462a-850d-0436d5f17bdf, >50K, >50K
33, Self-emp-not-inc,196342, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,ae90f5eb-e5e1-4a53-9f2b-f7d2bd10558b, >50K, >50K
34, Private,180284, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,63dad81c-5f30-40c7-9f31-5e3913dda7fd, >50K, >50K
26, Private,270276, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,023971c2-ea15-490a-80c5-7dc3758be6ee, <=50K, <=50K
57, Private,262642, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,ff99bf38-33a2-4b68-bf50-c8ba750a8db6, <=50K, <=50K
37, Private,123833, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,4afb18ab-8438-4866-a8a3-385970178d75, <=50K, <=50K
63, Private,250068, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,37f5d591-9ae9-4514-b4f2-87d862d36f10, >50K, >50K
38, Private,312271, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,03139fff-7e7f-4734-99f7-e2bff17c6afd, >50K, >50K
38, Private,195744, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States,b39dc23e-cbbb-467a-91f6-c94e16d02281, <=50K, <=50K
29, Private,232666, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,41393945-dfa6-4809-af50-0d1a753e68bd, <=50K, <=50K
21, Private,98678, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,e0929eb6-7e80-44fe-a6c1-f0a13037420f, <=50K, <=50K
23, Private,163665, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,dbe09e7c-6d31-4c55-8732-3a94d4bdf616, <=50K, <=50K
40, Private,118001, 10th,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,d442019e-add8-4143-b6fe-ff16ab1414a3, <=50K, <=50K
47, Private,265275, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,6e53c84d-6dac-4638-8d6c-7d51f9c994b5, <=50K, <=50K
38, Federal-gov,201617, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,63142838-fdf9-43b8-bb1c-cb10d3ea8db6, <=50K, <=50K
59, Private,199713, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,c45535d2-38c6-4ca5-ae00-bf47134d92a4, <=50K, <=50K
45, State-gov,144351, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,55f19900-cb9a-4274-81cd-bc8094cd20e2, >50K, >50K
51, Private,216475, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,1564,43, United-States,4b4e5e1d-cb7e-4a7f-aeed-776400c010f7, >50K, >50K
24, Private,183751, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,bc7c084a-1e49-43cc-b796-f75b03b3aece, <=50K, <=50K
52, Private,225317, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,ac13047f-0cba-4a25-ba0f-20e1876a18f3, <=50K, <=50K
36, Private,393673, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,8cbb89c7-ceae-41b9-b010-24c1bc0c12bf, >50K, >50K
20, Private,117222, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,15, United-States,c28ac4ac-12d3-43bf-b09a-1c9e22a86f4a, <=50K, <=50K
48, Self-emp-not-inc,328606, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,14084,0,63, United-States,8b2d7522-0d57-4967-acb0-a1c5e1d7458f, >50K, >50K
41, Private,155106, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,d7b17d05-84bb-487a-bd86-5bb26355e051, <=50K, <=50K
25, Private,99126, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States,5673c666-17f5-4b97-addc-90246963ed86, >50K, >50K
39, Private,232854, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,c6649b72-c559-4ba5-b3c8-1a30ffe9d56f, <=50K, <=50K
32, Private,182714, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States,70a6626b-05b2-493b-819e-d8bc811cf0cf, <=50K, <=50K
28, Private,119793, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,6a103e65-3d82-4511-ac6e-265d798b7bf0, <=50K, <=50K
22, Private,118310, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,16, United-States,1114b4aa-ad4e-4dba-8943-860cccdbc53e, <=50K, <=50K
38, Federal-gov,161463, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,79171d20-bc34-46fa-9eb9-cba1f3341d51, <=50K, <=50K
23, ?,154921, 5th-6th,3, Never-married, ?, Not-in-family, White, Male,0,0,50, United-States,fcc2c34e-11e3-4dc4-a62e-9c87129f95db, <=50K, <=50K
63, Private,181929, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Male,0,0,50, United-States,22fcc1f1-d42f-4793-abca-747c6964b37e, >50K, >50K
29, Self-emp-not-inc,96718, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States,7daed4a9-6913-4644-b272-bc94554a06d1, <=50K, <=50K
36, Private,226013, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,5178,0,40, United-States,f8b4705c-ba77-4b25-9719-3ba21a494e03, >50K, >50K
